scenario,total_queries,total_sessions,accuracy_mean,accuracy_std,accuracy_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,f1_mean,f1_std,f1_median,overlap_mean,overlap_std,overlap_median
close,16140,8,0.12098266068167002,0.288982346909805,0.0,0.14723297318700584,0.3233095513982625,0.0,0.12098266068167002,0.288982346909805,0.0,0.12522171934531925,0.2936610990650266,0.0,0.15681868586892014,0.3381231923327022,0.0
