scenario,total_queries,total_sessions,accuracy_mean,accuracy_std,accuracy_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,f1_mean,f1_std,f1_median,overlap_mean,overlap_std,overlap_median
raw,324,1,0.1273005843769296,0.2379395502537378,0.0,0.21822334901038604,0.34839511545515683,0.0,0.1273005843769296,0.2379395502537378,0.0,0.13212297255124564,0.23983584710307718,0.0,0.1806008720360572,0.3306079870661739,0.0
