scenario,total_queries,total_sessions,accuracy_mean,accuracy_std,accuracy_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,f1_mean,f1_std,f1_median,overlap_mean,overlap_std,overlap_median
close,324,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
