scenario,total_queries,total_sessions,accuracy_mean,accuracy_std,accuracy_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,f1_mean,f1_std,f1_median,overlap_mean,overlap_std,overlap_median
raw,16140,8,0.03338954535271136,0.15486232619141177,0.0,0.0410610122611074,0.18000863355454305,0.0,0.03338954535271136,0.15486232619141177,0.0,0.03508475818518588,0.15994095225898303,0.0,0.04106248487923327,0.18004776780660045,0.0
