scenario,total_queries,total_sessions,accuracy_mean,accuracy_std,accuracy_median,precision_mean,precision_std,precision_median,recall_mean,recall_std,recall_median,f1_mean,f1_std,f1_median,overlap_mean,overlap_std,overlap_median
similarity,324,1,0.10483190150817684,0.22530992120977308,0.0,0.1806008720360572,0.3306079870661739,0.0,0.10483190150817684,0.22530992120977308,0.0,0.10885055832010689,0.2273850276062984,0.0,0.1806008720360572,0.3306079870661739,0.0
