gap,recommender,accuracy_mean,precision_mean,recall_mean,f1_mean,overlap_mean
1,multidimensional_interestingness,0.2542494200692752,0.5232319800507218,0.2542494200692752,0.2847313113788591,0.770741841753144
2,multidimensional_interestingness,0.5899442604980079,0.6926305895844459,0.5899442604980079,0.6155248432558595,0.7710251102051344
3,multidimensional_interestingness,0.2290362111937782,0.4272863582609523,0.2290362111937782,0.2464823376320491,0.6248490338164251
5,multidimensional_interestingness,0.25539305655819167,0.5050517876004654,0.25539305655819167,0.28081577822558196,0.6797629830917874
10,multidimensional_interestingness,0.5025461052048994,0.5112206579658386,0.5025461052048994,0.5067639397128182,0.6076519940985822
1,random,0.3469654887207443,0.6658388783965139,0.3469654887207443,0.3775560746483986,0.8205424746466697
2,random,0.5860052508801635,0.7401750538281711,0.5860052508801635,0.6123936500418655,0.8086186518305621
3,random,0.26515770644093445,0.5778276059955043,0.26515770644093445,0.29235051304585263,0.7046656496313246
5,random,0.2838510076816223,0.5958106941379088,0.2838510076816223,0.3094715101598507,0.6907511011651037
10,random,0.5998079383880083,0.6085819220532422,0.5998079383880083,0.6040741051030883,0.6662266410234392
1,clustering,0.36361553465225127,0.682488924328021,0.36361553465225127,0.39420612057990556,0.8173805476242052
2,clustering,0.578663032615316,0.7328907532833879,0.578663032615316,0.6050791210419338,0.7892542033860137
3,clustering,0.33668203455210727,0.6507411308770782,0.33668203455210727,0.36415633703069944,0.763834329180439
5,clustering,0.32624971720118523,0.6380650422444283,0.32624971720118523,0.35181751630639774,0.7427811523159988
10,clustering,0.598972187685585,0.6077295995334366,0.598972187685585,0.6032302990328049,0.66639952729418
1,frequency,0.342692710859636,0.6622155178930439,0.342692710859636,0.3733518348908308,0.8201649474480565
2,frequency,0.6060226904733481,0.7601635345613234,0.6060226904733481,0.632397245002592,0.8090174127199292
3,frequency,0.26557518376205924,0.5790428136651473,0.26557518376205924,0.29289055271162856,0.7011934274091024
5,frequency,0.2685863358723183,0.5812309713735169,0.2685863358723183,0.29434110393037327,0.6823691478402956
10,frequency,0.6149816218681504,0.623739033716002,0.6149816218681504,0.6192397332153704,0.6660172929562628
1,similarity,0.3437098461350749,0.6126924061165215,0.3437098461350749,0.3741917374446587,0.7711453396049193
2,similarity,0.5862394611878262,0.6888072287094142,0.5862394611878262,0.6117871030033705,0.7652724941306802
3,similarity,0.3107749820824395,0.5682387320912371,0.3107749820824395,0.3379146156538933,0.7171354563946096
5,similarity,0.3252539637714774,0.5747683334007077,0.3252539637714774,0.3506239820658518,0.6990537972435351
10,similarity,0.6356792605776322,0.6444366724254839,0.6356792605776322,0.6399373719248522,0.6937802880019649
1,sampling,0.365023426921653,0.6845462339550608,0.365023426921653,0.3956825509528478,0.8167068985216043
2,sampling,0.5400075586252202,0.6942781378572866,0.5400075586252202,0.5664323709100222,0.7844421794802848
3,sampling,0.3428218918680313,0.6564043983956577,0.3428218918680313,0.3701812053059895,0.7660183066361557
5,sampling,0.259540424788568,0.571355749831811,0.259540424788568,0.28510822389378054,0.6640560617362887
10,sampling,0.5945390424716884,0.6033130261369225,0.5945390424716884,0.5988052091867687,0.651547695334719
